timestamp,value1,value2,value3,value4,value5
2nd August 2017,&#x1f438,&#x1f411,&#x1f355,u2665,&#x1f60f

1st August 2017,&#x1f60d,&#x1f911,&#x1f60e,&#x1f607,&#x1f602

31st July 2017,&#x1f914,&#x1f60b,&#x1f913,&#x1f607,&#x1f60a

30th July 2017,&#x1f914,&#x1f618,&#x1f913,&#x1f60b,&#x1f607

29th July 2017,&#x1f642,&#x1f913,&#x1f914,&#x1f602,&#x1f60e

28th July 2017,&#x1f60d,&#x1f60e,&#x1f602,&#x1f61c,&#x1f618

27th July 2017,&#x1f600,&#x1f602,&#x1f60a,&#x1f61c,&#x1f60b

26th July 2017,&#x1f618,&#x1f602,&#x1f61c,&#x1f60d,&#x1f643

25th July 2017,&#x1f913,&#x1f61c,&#x1f60d,&#x1f911,&#x1f914

24th July 2017,&#x1f608,&#x1f607,&#x1f608,&#x1f448,&#x1f47b

23rd July 2017,&#x1f618,&#x1f60d,&#x1f60e,&#x1f984,&#x1f415

22nd July 2017,&#x1f61c,&#x1f436,&#x1f495,&#x1f47f,&#x1f60d

21st July 2017,&#x1f4af,&#x1f355,&#x1f4b0,&#x1f421,&#x1f441

20th July 2017,&#x1f602,&#x1f4a9,&#x1f389,&#x1f612,&#x1f436

19th July 2017,&#x1f632,&#x1f984,&#x1f354,&#x1f612,&#x1f495

18th July 2017,&#x1f609,&#x1f601,&#x1f619,&#x1f61c,&#x1f60e

17th July 2017,&#x1f60e,&#x1f634,&#x1f435,&#x1f420,&#x1f355

16th July 2017,&#x1f60d,&#x1f61d,&#x1f60b,&#x1f61c,&#x1f618

15th July 2017,&#x1f60a,&#x1f60e,&#x1f61d,&#x1f911,&#x1f914

14th July 2017,&#x1f61c,&#x1f61d,&#x1f602,&#x1f911,&#x1f60b

13th July 2017,&#x1f942,&#x1f416,&#x1f31e,&#x1f352,&#x1f420

12th July 2017,&#x1f60d,&#x1f917,&#x1f618,&#x1f61d,&#x1f911

11th July 2017,&#x1f607,&#x1f61c,&#x1f60d,&#x1f917,&#x1f60e

10th July 2017,&#x1f600,&#x1f604,&#x1f601,&#x1f609,&#x1f607

9th July 2017,&#x1f60d,&#x1f911,&#x1f917,&#x1f643,&#x1f603

8th July 2017,&#x1f602,&#x1f606,&#x1f618,&#x1f60d,&#x1f609

7th July 2017,&#x1f415,&#x1f913,&#x1f308,&#x1f4b0,&#x1f911

6th July 2017,&#x1f60e,&#x1f60b,&#x1f602,&#x1f60d,&#x1f917

5th July 2017,&#x1f913,&#x1f914,&#x1f911,&#x1f643,&#x1f606

4th July 2017,&#x1f60d,&#x1f602,&#x1f607,&#x1f911,&#x1f609

3rd July 2017,&#x1f31e,&#x1f384,&#x1f379,&#x1f602,&#x1f340

2nd July 2017,&#x1f61c,&#x1f450,&#x1f431,&#x1f54a,&#x1f493

1st July 2017,&#x1f91e,&#x1f427,&#x1f608,&#x1f421,&#x1f61d

30th June 2017,&#x1f60b,&#x1f60d,&#x1f60a,&#x1f601,&#x1f60e

29th June 2017,&#x1f607,&#x1f60d,&#x1f618,&#x1f602,&#x1f61d

28th June 2017,u2665,&#x1f33b,&#x1f415,&#x1f427,&#x1f984

27th June 2017,u262f,&#x1f5d3,&#x1f3a1,&#x1f3ba,&#x1f378

26th June 2017,&#x1f602,&#x1f607,&#x1f60d,&#x1f911,&#x1f608

25th June 2017,&#x1f495,&#x1f429,&#x1f984,&#x1f3f5,&#x1f397

24th June 2017,&#x1f602,&#x1f60d,&#x1f618,&#x1f911,&#x1f913

23rd June 2017,&#x1f60d,&#x1f911,&#x1f60d,&#x1f911,&#x1f607

22nd June 2017,&#x1f60e,&#x1f606,&#x1f600,&#x1f601,&#x1f602

21st June 2017,&#x1f60d,&#x1f917,&#x1f624,&#x1f437,&#x1f419

20th June 2017,&#x1f911,&#x1f60d,&#x1f47d,&#x1f435,&#x1f433

19th June 2017,&#x1f917,&#x1f643,&#x1f604,&#x1f61d,&#x1f60b

18th June 2017,&#x1f60d,&#x1f60e,&#x1f415,&#x1f911,&#x1f4b0

17th June 2017,&#x1f600,&#x1f609,&#x1f60a,&#x1f914,&#x1f618

16th June 2017,&#x1f602,&#x1f619,&#x1f618,&#x1f60b,&#x1f606

15th June 2017,&#x1f600,&#x1f609,&#x1f603,&#x1f602,&#x1f606

14th June 2017,&#x1f60d,&#x1f607,&#x1f917,&#x1f618,&#x1f60a

13th June 2017,&#x1f4af,&#x1f389,&#x1f33b,&#x1f444,&#x1f64f

12th June 2017,&#x1f60d,&#x1f618,&#x1f602,&#x1f609,&#x1f917

11th June 2017,&#x1f480,&#x1f47d,&#x1f419,&#x1f433,&#x1f336

10th June 2017,&#x1f607,&#x1f618,&#x1f911,&#x1f914,&#x1f60e

9th June 2017,&#x1f602,&#x1f60d,&#x1f60e,&#x1f47b,u2665

8th June 2017,&#x1f60e,&#x1f431,u2764,&#x1f3b1,&#x1f3b9

7th June 2017,&#x1f602,&#x1f61c,&#x1f606,&#x1f60e,&#x1f60d

6th June 2017,&#x1f60a,&#x1f609,&#x1f60d,&#x1f911,&#x1f914

5th June 2017,&#x1f607,&#x1f60a,&#x1f603,&#x1f911,&#x1f60e

4th June 2017,&#x1f60d,&#x1f984,&#x1f619,&#x1f984,&#x1f643

3rd June 2017,&#x1f607,&#x1f618,&#x1f913,&#x1f917,&#x1f914

2nd June 2017,&#x1f60d,&#x1f607,u2665,&#x1f61c,&#x1f913

1st June 2017,&#x1f618,&#x1f917,&#x1f602,&#x1f911,&#x1f607

31st May 2017,&#x1f60a,&#x1f60d,&#x1f913,&#x1f427,&#x1f405

30th May 2017,&#x1f98a,u2665,&#x1f405,&#x1f425,&#x1f628

29th May 2017,&#x1f917,&#x1f47b,&#x1f60a,&#x1f405,&#x1f618

28th May 2017,&#x1f60d,&#x1f618,&#x1f602,&#x1f61c,&#x1f496

27th May 2017,&#x1f643,&#x1f618,&#x1f60e,&#x1f603,&#x1f607

26th May 2017,&#x1f602,&#x1f60d,&#x1f60b,&#x1f606,&#x1f609

25th May 2017,&#x1f431,&#x1f602,&#x1f436,&#x1f600,&#x1f61c

24th May 2017,&#x1f917,&#x1f60a,&#x1f60d,&#x1f618,&#x1f602

23rd May 2017,&#x1f602,&#x1f60d,&#x1f618,&#x1f61c,&#x1f436

22nd May 2017,&#x1f607,&#x1f60d,&#x1f911,&#x1f60e,&#x1f606

21st May 2017,&#x1f601,&#x1f607,&#x1f60a,&#x1f617,&#x1f914

20th May 2017,&#x1f601,&#x1f619,&#x1f60b,&#x1f601,&#x1f602

19th May 2017,&#x1f607,&#x1f60d,&#x1f60a,&#x1f61d,&#x1f913

18th May 2017,&#x1f4a9,&#x1f60d,&#x1f602,&#x1f604,&#x1f618

17th May 2017,&#x1f618,&#x1f60d,&#x1f436,&#x1f415,&#x1f495

16th May 2017,&#x1f602,&#x1f617,&#x1f642,&#x1f643,&#x1f914

15th May 2017,&#x1f600,&#x1f643,&#x1f60e,&#x1f60d,&#x1f602

14th May 2017,&#x1f416,&#x1f400,&#x1f367,&#x1f4a9,&#x1f428

13th May 2017,&#x1f60a,&#x1f60d,&#x1f607,&#x1f643,&#x1f917

12th May 2017,&#x1f60d,&#x1f609,&#x1f913,&#x1f602,&#x1f61c

11th May 2017,&#x1f917,&#x1f47b,&#x1f412,&#x1f984,&#x1f344

10th May 2017,&#x1f911,&#x1f618,&#x1f60a,&#x1f98b,&#x1f606

9th May 2017,&#x1f600,&#x1f606,&#x1f917,&#x1f60e,&#x1f913

8th May 2017,&#x1f60e,&#x1f635,&#x1f412,u2600,&#x1f48e

7th May 2017,&#x1f600,&#x1f636,&#x1f60d,&#x1f642,&#x1f618

6th May 2017,&#x1f636,&#x1f64f,&#x1f425,&#x1f437,&#x1f416

5th May 2017,&#x1f60e,&#x1f609,&#x1f618,&#x1f911,&#x1f625

4th May 2017,&#x1f60b,&#x1f609,&#x1f60d,&#x1f917,&#x1f618

3rd May 2017,&#x1f607,&#x1f911,&#x1f914,&#x1f917,&#x1f60d

2nd May 2017,&#x1f60d,&#x1f602,&#x1f60e,&#x1f60d,&#x1f602

1st May 2017,&#x1f63b,&#x1f491,&#x1f46a,&#x1f31d,u263a

30th April 2017,&#x1f917,&#x1f913,&#x1f60d,&#x1f618,&#x1f61d

29th April 2017,&#x1f602,&#x1f60d,&#x1f984,&#x1f4a9,&#x1f618

28th April 2017,&#x1f914,&#x1f602,&#x1f913,&#x1f60b,&#x1f61c

28th April 2017,&#x1f60d,&#x1f60a,&#x1f642,&#x1f60a,&#x1f60d

28th April 2017,&#x1f60d,&#x1f917,&#x1f607,&#x1f913,&#x1f60d

28th April 2017,&#x1f60d,&#x1f618,&#x1f60e,&#x1f431,&#x1f596

28th April 2017,&#x1f412,&#x1f405,&#x1f61b,&#x1f422,&#x1f984

27th April 2017,&#x1f607,&#x1f60d,&#x1f618,&#x1f60b,&#x1f60e

26th April 2017,&#x1f618,&#x1f60a,&#x1f602,&#x1f601,&#x1f911

25th April 2017,&#x1f60a,&#x1f61c,&#x1f61d,&#x1f60e,&#x1f913

24th April 2017,&#x1f603,&#x1f602,&#x1f606,&#x1f606,&#x1f913

23rd April 2017,&#x1f60a,&#x1f603,&#x1f606,&#x1f601,&#x1f600

22nd April 2017,&#x1f911,&#x1f47b,&#x1f427,&#x1f355,&#x1f91e

21st April 2017,&#x1f4a9,&#x1f911,&#x1f346,&#x1f351,&#x1f602

20th April 2017,&#x1f609,&#x1f60d,&#x1f618,&#x1f911,&#x1f60e

19th April 2017,&#x1f917,&#x1f618,&#x1f911,&#x1f60e,&#x1f609

18th April 2017,&#x1f913,&#x1f603,&#x1f60d,&#x1f911,&#x1f600

17th April 2017,&#x1f4af,&#x1f425,&#x1f441,&#x1f336,&#x1f988

16th April 2017,&#x1f62c,&#x1f644,&#x1f605,&#x1f62c,&#x1f91e

15th April 2017,&#x1f917,&#x1f913,&#x1f617,&#x1f60e,&#x1f61c

14th April 2017,&#x1f60d,&#x1f60e,&#x1f602,&#x1f60e,&#x1f60d

13th April 2017,&#x1f607,&#x1f619,&#x1f917,&#x1f47b,&#x1f421

12th April 2017,&#x1f60d,&#x1f913,&#x1f607,&#x1f600,&#x1f618

11th April 2017,&#x1f602,&#x1f60a,&#x1f618,&#x1f917,&#x1f631

10th April 2017,&#x1f917,&#x1f60a,&#x1f911,&#x1f60b,&#x1f607

9th April 2017,&#x1f917,&#x1f618,&#x1f60a,&#x1f4b7,&#x1f4b0

8th April 2017,&#x1f618,&#x1f480,&#x1f43c,&#x1f409,&#x1f355

7th April 2017,&#x1f602,&#x1f618,&#x1f60a,&#x1f61c,&#x1f911

6th April 2017,&#x1f600,&#x1f911,&#x1f4a9,u2744,u2665

5th April 2017,&#x1f91e,&#x1f340,&#x1f981,&#x1f352,&#x1f441

4th April 2017,&#x1f340,&#x1f407,&#x1f441,&#x1f631,&#x1f31e

3rd April 2017,&#x1f914,&#x1f602,&#x1f642,&#x1f60d,&#x1f618

2nd April 2017,&#x1f636,&#x1f642,&#x1f60a,&#x1f61a,&#x1f623

1st April 2017,&#x1f642,&#x1f600,&#x1f911,&#x1f602,&#x1f60d

31st March 2017,&#x1f602,&#x1f618,&#x1f607,&#x1f914,&#x1f61d

30th March 2017,&#x1f643,&#x1f60b,&#x1f917,&#x1f47b,&#x1f4a9

29th March 2017,&#x1f607,&#x1f60d,&#x1f618,&#x1f917,&#x1f643

28th March 2017,&#x1f618,&#x1f60d,&#x1f602,&#x1f601,&#x1f914

27th March 2017,&#x1f600,&#x1f602,&#x1f618,&#x1f607,&#x1f917

26th March 2017,&#x1f618,&#x1f61c,&#x1f60d,&#x1f634,&#x1f643

25th March 2017,&#x1f47b,&#x1f441,&#x1f4a9,&#x1f344,&#x1f942

24th March 2017,&#x1f60d,&#x1f606,&#x1f602,&#x1f914,&#x1f911

23rd March 2017,&#x1f607,&#x1f60a,&#x1f619,&#x1f917,&#x1f60d

22nd March 2017,&#x1f618,&#x1f60b,&#x1f60a,&#x1f914,&#x1f61c

21st March 2017,&#x1f602,&#x1f60a,&#x1f431,u2764,&#x1f60d

20th March 2017,&#x1f602,&#x1f61c,&#x1f61d,&#x1f913,&#x1f60a

19th March 2017,&#x1f600,&#x1f60a,&#x1f618,&#x1f917,&#x1f421

18th March 2017,&#x1f618,&#x1f416,&#x1f418,&#x1f388,&#x1f60a

17th March 2017,&#x1f600,&#x1f602,&#x1f60e,&#x1f607,&#x1f917

16th March 2017,&#x1f602,&#x1f618,&#x1f31e,&#x1f913,&#x1f437

15th March 2017,&#x1f447,&#x1f643,&#x1f437,&#x1f608,&#x1f911

14th March 2017,&#x1f412,&#x1f434,&#x1f308,&#x1f428,&#x1f608

13th March 2017,&#x1f61c,&#x1f60d,&#x1f618,&#x1f618,&#x1f917

12th March 2017,&#x1f64f,&#x1f634,&#x1f624,&#x1f480,&#x1f47b

11th March 2017,&#x1f600,&#x1f602,&#x1f618,&#x1f60a,&#x1f61c

10th March 2017,&#x1f913,&#x1f618,&#x1f917,&#x1f61c,&#x1f911

9th March 2017,&#x1f607,&#x1f60d,&#x1f607,&#x1f618,&#x1f60d

8th March 2017,&#x1f914,&#x1f917,&#x1f61c,&#x1f602,&#x1f607

7th March 2017,&#x1f600,&#x1f61c,&#x1f600,&#x1f61c,&#x1f600

6th March 2017,&#x1f602,&#x1f44a,&#x1f911,&#x1f914,&#x1f60a

5th March 2017,&#x1f61a,u2665,&#x1f44f,&#x1f44d,&#x1f4af

4th March 2017,&#x1f602,&#x1f618,&#x1f607,&#x1f61c,&#x1f601

3rd March 2017,&#x1f4af,u2660,u2663,u2665,&#x1f3f3&#x1f308

2nd March 2017,&#x1f419,&#x1f917,&#x1f47b,&#x1f61c,&#x1f98b

1st March 2017,&#x1f618,&#x1f431,u2764,&#x1f600,&#x1f389

28th February 2017,&#x1f981,&#x1f444,&#x1f438,&#x1f435,&#x1f449

27th February 2017,&#x1f602,&#x1f618,&#x1f61c,&#x1f914,&#x1f64f

26th February 2017,&#x1f60d,&#x1f607,&#x1f61c,&#x1f913,&#x1f60e

25th February 2017,&#x1f60d,&#x1f602,&#x1f60d,&#x1f911,&#x1f60d

24th February 2017,&#x1f60e,&#x1f913,&#x1f61c,&#x1f913,&#x1f60e

23rd February 2017,&#x1f608,&#x1f47d,&#x1f984,&#x1f495,&#x1f98b

22nd February 2017,&#x1f60d,&#x1f609,&#x1f607,&#x1f60a,&#x1f60e

21st February 2017,&#x1f430,&#x1f984,&#x1f308,&#x1f47c,u264a

20th February 2017,&#x1f602,&#x1f607,&#x1f60d,&#x1f643,&#x1f606

19th February 2017,&#x1f60d,&#x1f449,&#x1f444,&#x1f445,&#x1f435

18th February 2017,&#x1f60e,&#x1f61c,&#x1f60d,&#x1f60e,&#x1f913

17th February 2017,&#x1f60e,&#x1f911,&#x1f618,&#x1f60d,&#x1f617

16th February 2017,&#x1f911,&#x1f601,&#x1f602,&#x1f61c,&#x1f618

15th February 2017,&#x1f606,&#x1f480,&#x1f441,&#x1f48e,&#x1f91e

14th February 2017,&#x1f98a,&#x1f389,&#x1f340,&#x1f431,&#x1f438

13th February 2017,&#x1f913,&#x1f60d,&#x1f642,&#x1f607,&#x1f60b

12th February 2017,&#x1f60d,&#x1f618,&#x1f602,&#x1f61d,&#x1f60b

11th February 2017,&#x1f607,&#x1f4a9,&#x1f308,&#x1f490,&#x1f31f

10th February 2017,&#x1f917,&#x1f618,&#x1f607,&#x1f642,&#x1f603

9th February 2017,&#x1f914,&#x1f914,&#x1f61d,&#x1f60d,&#x1f607

8th February 2017,&#x1f917,&#x1f608,&#x1f631,&#x1f595,&#x1f4b0

7th February 2017,&#x1f431,&#x1f441,&#x1f340,&#x1f98b,&#x1f426

6th February 2017,&#x1f607,&#x1f911,&#x1f917,&#x1f60a,&#x1f913

5th February 2017,&#x1f914,&#x1f602,&#x1f911,&#x1f606,&#x1f60e

4th February 2017,&#x1f61c,&#x1f60d,&#x1f602,&#x1f91e,&#x1f4a9

3rd February 2017,&#x1f602,&#x1f618,&#x1f913,&#x1f618,&#x1f602

2nd February 2017,&#x1f60a,u2764,&#x1f911,&#x1f389,&#x1f917

1st February 2017,&#x1f60d,&#x1f61c,&#x1f913,&#x1f608,&#x1f981

31st January 2017,&#x1f914,&#x1f917,&#x1f61c,&#x1f60b,&#x1f607

30th January 2017,&#x1f61c,&#x1f602,&#x1f603,&#x1f913,&#x1f60d

29th January 2017,&#x1f600,&#x1f60b,&#x1f911,&#x1f618,&#x1f60a

28th January 2017,&#x1f911,&#x1f913,&#x1f60e,&#x1f631,&#x1f914

27th January 2017,&#x1f60e,&#x1f988,&#x1f308,&#x1f525,&#x1f412

26th January 2017,&#x1f60d,&#x1f60b,&#x1f64f,&#x1f419,&#x1f340

25th January 2017,&#x1f917,&#x1f618,&#x1f425,&#x1f618,&#x1f633

24th January 2017,&#x1f60e,&#x1f61c,&#x1f631,&#x1f608,&#x1f595

23rd January 2017,&#x1f60d,&#x1f917,&#x1f913,&#x1f914,&#x1f618

22nd January 2017,&#x1f602,&#x1f911,&#x1f606,&#x1f911,&#x1f61d

21st January 2017,&#x1f60d,&#x1f600,&#x1f609,&#x1f602,&#x1f618

20th January 2017,&#x1f618,&#x1f60e,&#x1f984,&#x1f412,&#x1f37b

19th January 2017,&#x1f609,&#x1f60a,&#x1f917,&#x1f61c,&#x1f606

18th January 2017,&#x1f47d,&#x1f602,&#x1f981,u2600,&#x1f48e

17th January 2017,&#x1f600,&#x1f601,&#x1f60d,&#x1f602,&#x1f914

16th January 2017,&#x1f606,&#x1f643,&#x1f618,&#x1f911,&#x1f61c

15th January 2017,&#x1f441,&#x1f431,&#x1f981,&#x1f493,&#x1f601

14th January 2017,&#x1f602,&#x1f60d,&#x1f60b,&#x1f608,&#x1f435

13th January 2017,&#x1f602,&#x1f4a9,u2764,&#x1f377,&#x1f44d

12th January 2017,&#x1f98a,&#x1f600,&#x1f60e,&#x1f984,u2764

11th January 2017,&#x1f412,&#x1f607,&#x1f60d,&#x1f60e,&#x1f911

10th January 2017,&#x1f61d,&#x1f917,&#x1f60e,&#x1f911,&#x1f409

9th January 2017,&#x1f914,&#x1f4a9,&#x1f408,&#x1f37a,&#x1f601

8th January 2017,&#x1f914,&#x1f913,&#x1f60e,&#x1f644,&#x1f637

7th January 2017,&#x1f428,&#x1f607,&#x1f31c,&#x1f389,&#x1f98b

6th January 2017,&#x1f60a,&#x1f607,&#x1f911,&#x1f607,&#x1f60a

5th January 2017,&#x1f913,&#x1f914,&#x1f609,&#x1f60e,&#x1f917

4th January 2017,&#x1f623,&#x1f633,&#x1f449,&#x1f600,&#x1f603

3rd January 2017,&#x1f609,&#x1f61d,&#x1f913,&#x1f914,&#x1f603

2nd January 2017,&#x1f602,&#x1f917,&#x1f913,&#x1f914,&#x1f633

1st January 2017,&#x1f60e,&#x1f47b,&#x1f431,&#x1f427,&#x1f405

31st December 2016,&#x1f913,&#x1f984,&#x1f61c,&#x1f47b,&#x1f4a9

30th December 2016,&#x1f60e,&#x1f984,u2600,&#x1f48e,&#x1f308

29th December 2016,&#x1f607,&#x1f60a,&#x1f60d,&#x1f60e,&#x1f609

28th December 2016,&#x1f4a9,&#x1f60a,&#x1f618,&#x1f60d,&#x1f911

27th December 2016,&#x1f914,&#x1f617,&#x1f607,&#x1f60d,&#x1f911

26th December 2016,&#x1f60d,&#x1f602,&#x1f911,&#x1f984,&#x1f354

25th December 2016,&#x1f635,&#x1f608,&#x1f631,&#x1f4a9,&#x1f64f

24th December 2016,&#x1f914,&#x1f419,&#x1f369,&#x1f4a9,&#x1f447

23rd December 2016,&#x1f60d,&#x1f60a,&#x1f618,&#x1f61c,&#x1f917

22nd December 2016,&#x1f60b,&#x1f436,&#x1f60e,&#x1f434,&#x1f596

21st December 2016,&#x1f601,&#x1f642,&#x1f61c,&#x1f619,&#x1f911

20th December 2016,&#x1f602,&#x1f60e,&#x1f61b,&#x1f405,&#x1f4a9

19th December 2016,&#x1f601,&#x1f60d,&#x1f618,&#x1f60e,&#x1f913

18th December 2016,&#x1f606,&#x1f61c,&#x1f609,&#x1f60d,&#x1f917

17th December 2016,&#x1f602,&#x1f355,u2665,&#x1f91e,&#x1f60d

16th December 2016,&#x1f44a,&#x1f446,&#x1f596,&#x1f525,&#x1f4a8

15th December 2016,&#x1f602,&#x1f981,&#x1f336,&#x1f47b,&#x1f601

14th December 2016,&#x1f600,&#x1f60e,&#x1f44a,&#x1f31e,&#x1f415

13th December 2016,&#x1f4af,&#x1f3f3&#x1f308,&#x1f412,&#x1f595,&#x1f4b7

12th December 2016,&#x1f405,&#x1f618,&#x1f942,&#x1f61b,&#x1f4b0

11th December 2016,&#x1f433,&#x1f43c,&#x1f355,&#x1f30d,&#x1f60d

10th December 2016,&#x1f60a,&#x1f917,&#x1f60d,&#x1f642,&#x1f643

9th December 2016,&#x1f917,&#x1f425,&#x1f61b,&#x1f98b,&#x1f4af

8th December 2016,&#x1f355,&#x1f34d,&#x1f405,&#x1f981,&#x1f914

7th December 2016,&#x1f61e,&#x1f3cd,&#x1f4de,&#x1f1ec&#x1f1e7,u270d

6th December 2016,&#x1f602,&#x1f601,&#x1f60d,&#x1f60a,&#x1f61a

5th December 2016,&#x1f600,&#x1f60e,&#x1f61c,&#x1f911,&#x1f60b

4th December 2016,&#x1f913,&#x1f914,&#x1f632,&#x1f378,&#x1f3d6

3rd December 2016,&#x1f64f,&#x1f984,&#x1f431,&#x1f33b,&#x1f308

2nd December 2016,&#x1f60d,&#x1f607,&#x1f911,&#x1f913,&#x1f914

1st December 2016,&#x1f917,&#x1f60e,&#x1f602,&#x1f60d,&#x1f607

30th November 2016,&#x1f618,&#x1f435,u2665,&#x1f353,u2600

29th November 2016,&#x1f914,&#x1f60a,&#x1f601,&#x1f60e,&#x1f602

28th November 2016,&#x1f4a9,&#x1f427,&#x1f369,&#x1f433,&#x1f595

27th November 2016,&#x1f607,&#x1f913,&#x1f61c,&#x1f913,&#x1f607

26th November 2016,&#x1f436,&#x1f602,&#x1f60d,&#x1f917,&#x1f31c

25th November 2016,&#x1f603,&#x1f609,&#x1f60e,&#x1f607,&#x1f917

24th November 2016,&#x1f917,&#x1f914,&#x1f607,&#x1f60e,&#x1f913

23rd November 2016,&#x1f914,&#x1f98a,&#x1f401,&#x1f415,&#x1f419

22nd November 2016,&#x1f602,&#x1f915,&#x1f44a,&#x1f308,&#x1f435

21st November 2016,&#x1f603,&#x1f4a9,&#x1f47b,&#x1f446,&#x1f631

20th November 2016,&#x1f415,&#x1f609,&#x1f498,&#x1f431,&#x1f429

19th November 2016,&#x1f60e,&#x1f450,&#x1f438,u2764,&#x1f47d

18th November 2016,u2600,&#x1f431,&#x1f61c,&#x1f914,&#x1f600

17th November 2016,&#x1f607,&#x1f404,&#x1f917,&#x1f415,&#x1f602

16th November 2016,u26c4,u2603,&#x1f385,u2603,u26c4

15th November 2016,&#x1f602,&#x1f602,&#x1f601,&#x1f600,&#x1f60d

14th November 2016,&#x1f917,&#x1f602,&#x1f415,&#x1f60b,&#x1f607

13th November 2016,&#x1f595,&#x1f3f3&#x1f308,&#x1f4a9,&#x1f602,&#x1f61d

12th November 2016,&#x1f607,&#x1f619,&#x1f917,&#x1f47b,&#x1f421

11th November 2016,&#x1f911,&#x1f607,&#x1f602,&#x1f61c,&#x1f60e

10th November 2016,&#x1f917,&#x1f607,&#x1f60d,&#x1f600,&#x1f913

9th November 2016,&#x1f98b,&#x1f60d,&#x1f917,&#x1f308,&#x1f984

8th November 2016,&#x1f60d,&#x1f607,&#x1f609,&#x1f61c,&#x1f61d

7th November 2016,&#x1f602,&#x1f61d,&#x1f60e,&#x1f60d,&#x1f914

6th November 2016,&#x1f914,&#x1f60e,&#x1f643,&#x1f60d,&#x1f618

5th November 2016,&#x1f914,&#x1f917,&#x1f444,&#x1f525,&#x1f942

4th November 2016,&#x1f602,&#x1f915,&#x1f47d,&#x1f31e,&#x1f98a

3rd November 2016,&#x1f636,&#x1f914,&#x1f601,&#x1f604,&#x1f913

2nd November 2016,&#x1f609,&#x1f913,&#x1f642,&#x1f60a,&#x1f61c

1st November 2016,&#x1f618,&#x1f917,&#x1f984,&#x1f91e,&#x1f634

31st October 2016,&#x1f61d,&#x1f603,&#x1f47b,&#x1f31e,u2764

30th October 2016,&#x1f911,&#x1f602,&#x1f914,&#x1f913,&#x1f643

29th October 2016,&#x1f601,&#x1f914,&#x1f602,u2600,&#x1f942

28th October 2016,&#x1f60d,&#x1f44d,&#x1f602,&#x1f648,&#x1f389

27th October 2016,&#x1f606,&#x1f60b,&#x1f61d,&#x1f917,&#x1f636

26th October 2016,&#x1f431,&#x1f438,&#x1f426,&#x1f439,&#x1f981

25th October 2016,&#x1f435,&#x1f618,&#x1f602,&#x1f914,&#x1f60e

24th October 2016,&#x1f3c3&#x1f3fb,&#x1f3c3&#x1f3fc,&#x1f3c3&#x1f3fd,&#x1f3c3&#x1f3fe,&#x1f3c3&#x1f3ff

23rd October 2016,&#x1f3b8,&#x1f337,&#x1f98b,&#x1f41f,&#x1f3b1

22nd October 2016,&#x1f984,&#x1f431,&#x1f618,&#x1f643,&#x1f419

21st October 2016,&#x1f618,&#x1f602,&#x1f61c,&#x1f605,&#x1f346

20th October 2016,&#x1f61c,&#x1f618,&#x1f60d,&#x1f62c,&#x1f644

19th October 2016,&#x1f60e,&#x1f911,&#x1f607,&#x1f354,&#x1f420

18th October 2016,&#x1f645,&#x1f576,&#x1f649,&#x1f953,&#x1f943

17th October 2016,&#x1f917,&#x1f913,&#x1f603,&#x1f914,&#x1f607

16th October 2016,&#x1f602,&#x1f47d,&#x1f355,&#x1f351,&#x1f389

15th October 2016,&#x1f913,&#x1f60e,&#x1f913,&#x1f60e,&#x1f913

14th October 2016,&#x1f914,&#x1f917,&#x1f618,&#x1f60e,&#x1f60a

13th October 2016,&#x1f60d,&#x1f608,&#x1f984,&#x1f525,&#x1f354

12th October 2016,&#x1f942,&#x1f31e,&#x1f607,&#x1f44a,&#x1f426

11th October 2016,&#x1f602,&#x1f618,&#x1f60e,&#x1f4a9,&#x1f984

10th October 2016,&#x1f634,&#x1f595,&#x1f409,&#x1f4b7,&#x1f98b

9th October 2016,&#x1f3c9,&#x1f480,&#x1f3d5,&#x1f3cf,&#x1f3b8

8th October 2016,&#x1f914,&#x1f609,&#x1f601,&#x1f602,&#x1f60d

7th October 2016,&#x1f608,&#x1f635,&#x1f631,&#x1f425,&#x1f644

6th October 2016,&#x1f30d,&#x1f917,&#x1f324,&#x1f602,&#x1f5dd

5th October 2016,&#x1f60d,&#x1f618,&#x1f917,&#x1f60a,&#x1f623

4th October 2016,&#x1f60e,&#x1f915,&#x1f596,&#x1f431,&#x1f336

3rd October 2016,&#x1f913,&#x1f98b,&#x1f354,&#x1f35f,&#x1f333

2nd October 2016,&#x1f308,&#x1f60b,&#x1f415,&#x1f913,u2600

1st October 2016,&#x1f630,&#x1f438,&#x1f34d,&#x1f61f,&#x1f349

30th September 2016,&#x1f600,&#x1f60d,&#x1f61c,&#x1f60e,&#x1f60a

